# Unicode Emoji 17.0 + CLDR 48.2 français
Visages et émotions	🤫	visage avec un doigt sur la bouche	chut|pas un bruit|silence|tête qui dit chut|visage avec un doigt sur la bouche|shushing face|face hand|Visages et émotions
Visages et émotions	🤔	visage en pleine réflexion	émoticône|hum|méditer|penser|réfléchir|réflexion|visage|visage en pleine réflexion|thinking face|face hand|Visages et émotions
Visages et émotions	🫡	visage qui fait un salut militaire	armée|bonne chance|compris|OK|oui|respect|salut|visage qui fait un salut militaire|saluting face|face hand|Visages et émotions
Visages et émotions	🤐	visage avec bouche fermeture éclair	bouche|bouche cousue|émoticône|fermeture éclair|motus|se taire|secret|visage|visage avec bouche cousue|visage avec bouche fermeture éclair|zipper-mouth face|face neutral skeptical|Visages et émotions
Visages et émotions	🤨	visage avec les sourcils relevés	euh|hein|incrédule|méfiant|pas vrai|quoi|sceptique|surprise|tête avec sourcil levé|visage avec les sourcils relevés|face with raised eyebrow|face neutral skeptical|Visages et émotions
Visages et émotions	😐	visage neutre	émoticône|gêné|neutre|ni chaud ni froid|pas drôle|peu importe|rester de marbre|sans commentaires|sans rire|visage neutre|visage sans expression|neutral face|face neutral skeptical|Visages et émotions
Visages et émotions	😑	visage sans expression	émoticône|inexpressif|mécontent|neutre|peu importe|sans expression|visage|visage sans expression|expressionless face|face neutral skeptical|Visages et émotions
Visages et émotions	😶	visage sans bouche	émoticône|muet|ne rien dire|neutre|sans commentaires|sans expression|sans voix|se taire|secret|silence|sourdine|visage sans bouche|face without mouth|face neutral skeptical|Visages et émotions
Visages et émotions	🫥	visage en pointillés	déprimé|disparaître|introverti|invisible|se cacher|visage en pointillés|dotted line face|face neutral skeptical|Visages et émotions
Visages et émotions	😶‍🌫️	visage dans les nuages	brouillard|dans les nuages|distrait|visage dans le brouillard|visage dans les nuages|face in clouds|face neutral skeptical|Visages et émotions
Visages et émotions	😏	visage avec un sourire malin	arrogant|charmeur|émoticône|malin|ricaner|rusé|séducteur|sourire|sourire suffisant|suspicieux|visage avec un sourire malin|visage avec un sourire suffisant|smirking face|face neutral skeptical|Visages et émotions
Visages et émotions	😒	visage blasé	bizarre|blasé|émoticône|énervé|fâché|jaloux|pas content|peu importe|visage|visage qui s’ennuie|unamused face|face neutral skeptical|Visages et émotions
Visages et émotions	🙄	visage roulant des yeux	agacé|émoticône|excédé|incrédulité|roulement|visage qui lève les yeux au ciel|visage qui roule des yeux|visage roulant des yeux|yeux|face with rolling eyes|face neutral skeptical|Visages et émotions
Visages et émotions	😬	visage grimaçant	dents|émoticône|gêné|grimace|rien|sourire|visage|visage grimaçant|grimacing face|face neutral skeptical|Visages et émotions
Visages et émotions	😮‍💨	visage expirant	chuchoter|découragé|déçu|expiration|exténué|fatigué|siffler|souffler|soulagement|soupir|sursaut|visage expirant|face exhaling|face neutral skeptical|Visages et émotions
Visages et émotions	🤥	visage de menteur	émoticône|mensonge|menteur|pinocchio|visage|visage de menteur|visage dont le nez s’allonge|lying face|face neutral skeptical|Visages et émotions
Visages et émotions	🫨	visage secoué	choc|étourdi|fou|omg|ouah|panique|secoué|surprenant|tremblement|tremblement de terre|vibration|visage secoué|shaking face|face neutral skeptical|Visages et émotions
Visages et émotions	🙂‍↔️	tête secouée horizontalement	non|secouer|tête secouée horizontalement|head shaking horizontally|face neutral skeptical|Visages et émotions
Visages et émotions	🙂‍↕️	tête secouée verticalement	hochement de tête|oui|tête secouée verticalement|head shaking vertically|face neutral skeptical|Visages et émotions
Visages et émotions	😌	visage soulagé	calme|émoticône|sérénité|soulagement|visage|visage soulagé|zen|relieved face|face sleepy|Visages et émotions
Visages et émotions	😔	visage pensif	abattu|déçu|émoticône|horrible|mort|pensif|perdu|triste|visage|pensive face|face sleepy|Visages et émotions
Visages et émotions	😪	visage endormi	émoticône|fatigué|larme|pleurer|sommeil|triste|visage|visage endormi|sleepy face|face sleepy|Visages et émotions
Visages et émotions	🤤	visage qui bave	baver|délicieux|émoticône|mmh|visage|visage qui bave|drooling face|face sleepy|Visages et émotions
Visages et émotions	😴	visage somnolent	bonne nuit|coucher|dormir|émoticône|endormi|fatigué|sieste|sommeil|visage|visage somnolent|zzz|sleeping face|face sleepy|Visages et émotions
Visages et émotions	🫩	visage avec des valises sous les yeux	ensommeilé|épuisé|fatigué|sommeil|visage avec des valises sous les yeux|face with bags under eyes|face sleepy|Visages et émotions
Visages et émotions	😷	visage avec masque	bactéries|dentiste|docteur|émoticône|germes|malade|masque|masque chirurgical|médecin|rhume|visage avec masque|face with medical mask|face unwell|Visages et émotions
Visages et émotions	🤒	visage avec thermomètre	indisposé|malade|thermomètre|visage|visage avec thermomètre|face with thermometer|face unwell|Visages et émotions
Visages et émotions	🤕	visage avec bandage autour de la tête	aïe|bandage|blessure|bobo|émoticône|pansement|tête|tête avec un bandage|visage|visage avec bandage autour de la tête|face with head-bandage|face unwell|Visages et émotions
Visages et émotions	🤢	visage nauséeux	dégoûtant|écœuré|émoticône|malade|nausée|visage|visage nauséeux|visage vert qui a la nausée|vomir|nauseated face|face unwell|Visages et émotions
Visages et émotions	🤮	visage qui vomit	gerbe|gerber|malade|tête qui vomit|visage qui vomit|vomi|vomissure|face vomiting|face unwell|Visages et émotions
Visages et émotions	🤧	visage qui éternue	à tes souhaits|atchoum|émoticône|éternuement|éternuer|fièvre|grippe|malade|mouchoir|rhume|se moucher|visage qui éternue|sneezing face|face unwell|Visages et émotions
Visages et émotions	🥵	visage rouge et chaud	chaleur|chaud|coup de chaleur|coup de chaud|fièvre|sue|suer|toute rouge|transpiration|trop chaud|visage rouge et chaud|visage tout rouge|hot face|face unwell|Visages et émotions
Visages et émotions	🥶	visage bleu et froid	bleu|ça caille|froid|gel|gelé|gelure|glacé|glacial|glaçon|visage bleu|visage bleu et froid|cold face|face unwell|Visages et émotions
Visages et émotions	🥴	visage éméché	bouche ondulée|bourré|bourrée|dans les vapes|hébété|pas clair|pompette|rond|saoul|souler|tête qui tourne|visage éméché|woozy face|face unwell|Visages et émotions
Visages et émotions	😵	visage étourdi	émoticône|fatigué|malade|mort|tournis|visage|visage avec le tournis|visage étourdi|face with crossed-out eyes|face unwell|Visages et émotions
Visages et émotions	😵‍💫	visage aux yeux en spirales	confusion|étourdi|hagard|malade|nausée|ouh la la|tête qui tourne|visage aux yeux en spirales|face with spiral eyes|face unwell|Visages et émotions
Visages et émotions	🤯	tête qui explose	choc|choqué|surpris|surprise|tête choquée|tête qui explose|exploding head|face unwell|Visages et émotions
Visages et émotions	🤠	visage avec chapeau de cowboy	chapeau|cowboy|visage|visage avec chapeau de cowboy|cowboy hat face|face hat|Visages et émotions
Visages et émotions	🥳	visage festif	anniversaire|célébration|chapeau pointu|émoticône|fête|heureux|hourra|joyeux anniversaire|sifflet|visage de fête|visage festif|youpi|partying face|face hat|Visages et émotions|celebration|fete
Visages et émotions	🥸	visage déguisé	déguisement|espion|faux nez|grimer|incognito|lunettes|moustache|postiche|smiley|sourcils ébouriffés|visage déguisé|disguised face|face hat|Visages et émotions
Visages et émotions	😎	visage avec lunettes de soleil	cool|lunettes de soleil|posé|tranquille|visage avec lunettes de soleil|smiling face with sunglasses|face glasses|Visages et émotions
Visages et émotions	🤓	visage de geek	doué|futé|geek|idiot|intelligent|lunettes|personne|premier de la classe|ringard|surdoué|tronche|visage de geek|nerd face|face glasses|Visages et émotions
Visages et émotions	🧐	visage avec un monocle	classe|collet monté|fortune|monocle|riche|tête avec monocle|vieux jeu|visage avec un monocle|face with monocle|face glasses|Visages et émotions
Visages et émotions	😕	visage confus	confus|désolé|émoticône|ennuyé|je ne sais pas|triste|visage|confused face|face concerned|Visages et émotions
Visages et émotions	🫤	visage avec bouche en diagonale	bof|confus|déçu|euh|frustration|incertain|sceptique|visage avec bouche en diagonale|face with diagonal mouth|face concerned|Visages et émotions
Visages et émotions	😟	visage inquiet	anxieux|émoticône|inquiet|préoccupé|stressé|surpris|triste|visage|worried face|face concerned|Visages et émotions
Visages et émotions	🙁	visage légèrement mécontent	émoticône|mécontent|triste|visage|visage légèrement mécontent|slightly frowning face|face concerned|Visages et émotions
Visages et émotions	☹️	visage mécontent	émoticône|malheureux|mécontent|triste|visage|frowning face|face concerned|Visages et émotions
Visages et émotions	😮	visage avec bouche ouverte	bouche bée|bouche ouverte|choqué|émoticône|épaté|incroyable|omd|oubli|surpris|visage avec bouche ouverte|visage avec la bouche ouverte|visage étonné|face with open mouth|face concerned|Visages et émotions
Visages et émotions	😯	visage ébahi	émoticône|incroyable|omd|sans voix|stupéfait|stupeur|surpris|visage|visage à la bouche ouverte|visage ébahi|visage sans voix|hushed face|face concerned|Visages et émotions
Visages et émotions	😲	visage stupéfait	choc|choqué|émoticône|étonné|impossible|incroyable|omd|stupéfait|visage|astonished face|face concerned|Visages et émotions
Visages et émotions	😳	visage qui rougit	chaud|comment|ébahi|émoticône|étonné|gêné|impressionné|incrédule|incroyable|quoi|rouge|visage qui rougit|flushed face|face concerned|Visages et émotions
Visages et émotions	🫪	visage déformé	anxiété|bouffi|choc|gonflé|panique|surprise|vulnérabilité|distorted face|face concerned|Visages et émotions
Visages et émotions	🥺	visage implorant	embarrassé|excuse|gros yeux|pardon|pitié|s’il te plaît|supplication|supplie|visage implorant|yeux de chiens battus|pleading face|face concerned|Visages et émotions
Visages et émotions	🥹	visage retenant ses larmes	admiration|ému|fierté|gratitude|larmes de joie|pleurs|retenir ses larmes|triste|visage retenant ses larmes|face holding back tears|face concerned|Visages et émotions
Visages et émotions	😦	visage mécontent avec bouche ouverte	bouche|déçu|effrayé|émoticône|ouverte|peur|pris au dépourvu|surpris|visage|visage déçu avec bouche ouverte|visage mécontent avec bouche ouverte|frowning face with open mouth|face concerned|Visages et émotions
Visages et émotions	😧	visage angoissé	angoisse|comment|émoticône|hein|mécontent|oubli|peur|quoi|stressé|surpris|terrifié|visage angoissé|anguished face|face concerned|Visages et émotions
Visages et émotions	😨	visage effrayé	anxieux|apeuré|blême|effrayé|émoticône|inquiet|peur|terrifié|visage|fearful face|face concerned|Visages et émotions
Visages et émotions	😰	visage anxieux avec goutte de sueur	aah|bleu|bouche bée|effrayé|émoticône|froid|mince|nerveux|peur bleue|sueurs froides|terrifié|visage anxieux avec goutte de sueur|visage en sueur bouche ouverte|anxious face with sweat|face concerned|Visages et émotions
Visages et émotions	😥	visage triste mais soulagé	déçu|émoticône|ouf|pfiou|soulagé|sueur|triste|visage déçu mais soulagé|visage triste mais soulagé|sad but relieved face|face concerned|Visages et émotions
Visages et émotions	😢	visage qui pleure	émoticône|horrible|larme|larmes|malheureux|pleurer|triste|visage qui pleure|crying face|face concerned|Visages et émotions
Visages et émotions	😭	visage qui pleure à chaudes larmes	émoticône|larme|larmes|malheureux|pleurer|pleurs|sangloter|triste|visage|visage qui pleure à chaudes larmes|loudly crying face|face concerned|Visages et émotions
Visages et émotions	😱	visage qui hurle de peur	choqué|cri|effrayé|Munch|omd|peur|surpris|terreur|visage|visage qui hurle de peur|face screaming in fear|face concerned|Visages et émotions
Visages et émotions	😖	visage déconcerté	confus|déconcerté|émoticône|fâché|frustré|irrité|triste|visage|yeux fermés|confounded face|face concerned|Visages et émotions
Visages et émotions	😣	visage persévérant	concentré|émoticône|mal de tête|migraine|persévérant|visage|persevering face|face concerned|Visages et émotions
Visages et émotions	😞	visage déçu	abattu|affreux|découragé|déçu|émoticône|malheureux|tort|triste|visage|disappointed face|face concerned|Visages et émotions
Visages et émotions	😓	visage démoralisé avec goutte de sueur	émoticône|froide|mal de tête|migraine|mince|ouf|peur|sueur|triste|visage|visage démoralisé avec goutte de sueur|visage et sueurs froides|downcast face with sweat|face concerned|Visages et émotions
Visages et émotions	😩	visage épuisé	échec|émoticône|épuisé|faim|fatigué|mécontent|non|pleurer|sommeil|triste|visage|visage las|weary face|face concerned|Visages et émotions
Visages et émotions	😫	visage fatigué	contrarié|émoticône|fatigue|mécontent|triste|visage|visage fatigué|tired face|face concerned|Visages et émotions
Visages et émotions	🥱	visage bâillant	bâille|bâiller|dormir|émoticône|ennui|fatigant|fatigue|sieste|visage bâillant|yawning face|face concerned|Visages et émotions
Visages et émotions	😤	visage avec fumée sortant des narines	colère|émoticône|énervé|fâché|mécontent|triomphe|victoire|visage|visage avec fumée sortant des narines|face with steam from nose|face negative|Visages et émotions
Visages et émotions	😡	visage boudeur	colère|émoticône|énervé|exaspéré|fâché|furieux|mécontent|rageur|rouge|rouge de colère|sourcils froncés|visage boudeur|enraged face|face negative|Visages et émotions
Visages et émotions	😠	visage en colère	colère|émoticône|exaspéré|fâché|frustré|mécontent|rageur|sourcils froncés|visage en colère|angry face|face negative|Visages et émotions
Visages et émotions	🤬	visage avec des symboles dans la bouche	censuré|colère|gros mots|insulter|insultes|jurer|juron|tête avec des symboles sur la bouche|visage avec des symboles dans la bouche|face with symbols on mouth|face negative|Visages et émotions
Visages et émotions	😈	visage souriant avec des cornes	cornes|émoticône|fâché|fantastique|sourire|visage|visage souriant avec des cornes|smiling face with horns|face negative|Visages et émotions
Visages et émotions	👿	visage en colère avec des cornes	démon|diable|diablotin|émoticône|fantastique|malicieux|mauvais|visage|visage en colère avec des cornes|angry face with horns|face negative|Visages et émotions
Visages et émotions	💀	crâne	corps|crâne|dead|fantastique|je suis mort|mort|squelette|tête de mort|visage|yolo|skull|face negative|Visages et émotions
Visages et émotions	☠️	tête de mort	crâne|mort|os|tête|tête de mort|skull and crossbones|face negative|Visages et émotions
Visages et émotions	💩	tas de crotte	bande dessinée|BD|caca|crotte|dessin|excrément|odeur|popo|puer|sentir mauvais|tas de crotte|visage|pile of poo|face costume|Visages et émotions
Visages et émotions	🤡	visage de clown	clown|émoticône|maquillage|visage|visage de clown|clown face|face costume|Visages et émotions
Visages et émotions	👹	ogre	créature|effrayant|fantastique|japonais|masque|monstre|ogre|face costume|Visages et émotions
Visages et émotions	👺	monstre japonais	colère|créature|fantastique|farfadet|japonais|masque|méchant|monstre|goblin|face costume|Visages et émotions
Visages et émotions	👻	fantôme	blague|bouh|créature|effrayant|fantastique|fantôme|Halloween|hanter|monstre|peur|visage|visage de fantôme|ghost|face costume|Visages et émotions
Visages et émotions	👽	alien	alien|créature|émoticône|espace|extraterrestre|monstre|ovni|science-fiction|visage|face costume|Visages et émotions
Visages et émotions	👾	monstre de l’espace	alien|créature|envahisseur|espace|extraterrestre|fantastique|jeu vidéo|monstre|monstre de l’espace|ovni|pixels|alien monster|face costume|Visages et émotions
Visages et émotions	🤖	robot	androïde|automate|machine|monstre|robot|visage|visage de robot|face costume|Visages et émotions
Visages et émotions	😺	chat qui sourit	animal|bouche ouverte|chat|chat qui sourit|sourire|visage|grinning cat|cat face|Visages et émotions
Visages et émotions	😸	chat qui sourit avec des yeux rieurs	animal|chat|chat avec un grand sourire|chat qui sourit avec des yeux rieurs|sourire|visage|yeux rieurs|yeux souriants|grinning cat with smiling eyes|cat face|Visages et émotions
Visages et émotions	😹	chat qui pleure de joie	animal|chat|chat qui rit aux larmes|joie|larmes|lol|mdr|pleurer de rire|rire|rire aux larmes|cat with tears of joy|cat face|Visages et émotions
Visages et émotions	😻	chat souriant aux yeux en cœurs	amour|amoureux|chat|chat souriant aux yeux en cœurs|chat souriant avec des coeurs dans les yeux|cœur|coeurs|coeurs dans les yeux|sourire|yeux|smiling cat with heart-eyes|cat face|Visages et émotions
Visages et émotions	😼	chat avec sourire en coin	animal|chat|chat avec sourire en coin|ironique|narquois|sourire en coin|sourire narquois|tête de chat|visage|cat with wry smile|cat face|Visages et émotions
Visages et émotions	😽	chat qui fait un bisou	animal|baiser|bise|bisou|chat|chat qui embrasse|chat qui fait un bisou|chat qui fait une bise avec les yeux fermés|embrasser|tête de chat|kissing cat|cat face|Visages et émotions
Visages et émotions	🙀	chat fatigué	animal|chat|chat fatigué|fatigue|inquiet|oh|surpris|tête de chat avec la bouche ouverte|visage|weary cat|cat face|Visages et émotions
Visages et émotions	😿	chat qui pleure	animal|chat|chat qui pleure|larme|pleurer|tête de chat|triste|visage|crying cat|cat face|Visages et émotions
Visages et émotions	😾	chat qui boude	animal|bouder|chat|chat en colère|chat qui boude|colère|désaccord|ennui|tête de chat|visage|pouting cat|cat face|Visages et émotions
Visages et émotions	🙈	singe ne rien voir	animal|caché|effrayé|embarras|gêne|geste|interdit|ne pas voir|non|omd|oubli|peur|rien vu rien entendu|secret|singe|visage|voir|yeux|see-no-evil monkey|monkey face|Visages et émotions
Visages et émotions	🙉	singe ne rien entendre	animal|écouter|geste|interdit|ne pas entendre|non|oreilles|rien vu rien entendu|secret|singe|singe ne rien entendre|sourd|visage|hear-no-evil monkey|monkey face|Visages et émotions
Visages et émotions	🙊	singe ne rien dire	animal|bouche cousue|chut|geste|interdit|motus|muet|non|parler|se taire|secret|silence|singe|singe ne rien dire|visage|speak-no-evil monkey|monkey face|Visages et émotions
Visages et émotions	💌	lettre d’amour	amour|cœur|lettre|lettre d’amour|Saint-Valentin|love letter|heart|Visages et émotions
Visages et émotions	💘	cœur et flèche	amour|cœur|cœur et flèche|coeur transpercé|Cupidon|flèche|sentiment|heart with arrow|heart|Visages et émotions
Visages et émotions	💝	cœur avec ruban	amour|anniversaire|cœur|cœur avec ruban|ruban|Saint-Valentin|sentiment|heart with ribbon|heart|Visages et émotions
Visages et émotions	💖	cœur étincelant	amour|cœur|cœur étincelant|étincelles|sentiment|sparkling heart|heart|Visages et émotions
Visages et émotions	💗	cœur grandissant	amour|cœur|cœur battant|cœur grandissant|cœur qui bat|pulsations|sentiment|growing heart|heart|Visages et émotions
Visages et émotions	💓	cœur battant	amour|cardio|cœur|cœur battant|cœur qui bat|pulsations|sentiment|beating heart|heart|Visages et émotions
Visages et émotions	💞	cœurs qui tournent	amour|anniversaire|cœurs|cœurs qui tournent|deux cœurs|sentiment|tourbillon|revolving hearts|heart|Visages et émotions
Visages et émotions	💕	deux cœurs	amour|anniversaire|cœurs|deux cœurs|deux cœurs roses|petits cœurs|rendez-vous|sentiment|two hearts|heart|Visages et émotions
Visages et émotions	💟	décoration avec cœur	amour|cœur|cœur blanc|cœur décoré|cœur violet|décoration avec cœur|sentiment|heart decoration|heart|Visages et émotions
Visages et émotions	❣️	cœur point d’exclamation	amour|cœur|cœur point d’exclamation|exclamation|ponctuation|heart exclamation|heart|Visages et émotions
Visages et émotions	💔	cœur brisé	amour|cœur|cœur brisé|malheureux|sentiment|séparé|triste|broken heart|heart|Visages et émotions
Visages et émotions	❤️‍🔥	cœur enflammé	amour|cœur enflammé|désir|feu|passion|heart on fire|heart|Visages et émotions
Visages et émotions	❤️‍🩹	cœur avec bandages	cœur avec bandages|réconforter|réparer|soigner|mending heart|heart|Visages et émotions
Visages et émotions	❤️	cœur rouge	amour|cœur|cœur rouge|sentiment|red heart|heart|Visages et émotions
Visages et émotions	🩷	cœur rose	143|adorable|aimer|amour|cœur|émotion|jtm|mignon|rose|pink heart|heart|Visages et émotions
Visages et émotions	🧡	cœur orange	coeur orange|cœur orange|orange|orange heart|heart|Visages et émotions
Visages et émotions	💛	cœur jaune	amour|cœur|cœur jaune|sentiment|yellow heart|heart|Visages et émotions
Visages et émotions	💚	cœur vert	amour|cœur|sentiment|vert|green heart|heart|Visages et émotions
Visages et émotions	💙	cœur bleu	amour|cœur|cœur bleu|sentiment|blue heart|heart|Visages et émotions
Visages et émotions	🩵	cœur bleu clair	143|aimer|amour|bleu ciel|bleu clair|cœur bleu clair|cyan|émotion|jtm|mignon|spécial|light blue heart|heart|Visages et émotions
Visages et émotions	💜	cœur violet	amour|cœur|sentiment|violet|purple heart|heart|Visages et émotions
Visages et émotions	🤎	cœur marron	brun|cœur|marron|brown heart|heart|Visages et émotions
Visages et émotions	🖤	cœur noir	cœur|noir|black heart|heart|Visages et émotions
Visages et émotions	🩶	cœur gris	143|amour|ardoise|argent|argenté|cœur|émotion|gris|jtm|spécial|grey heart|heart|Visages et émotions
Visages et émotions	🤍	cœur blanc	blanc|cœur|white heart|heart|Visages et émotions
Visages et émotions	💋	trace de rouge à lèvres	baiser|bise|bisou|bouche|embrasser|lèvres|rendez-vous|rouge|sexy|trace de rouge à lèvres|kiss mark|emotion|Visages et émotions
Visages et émotions	💯	cent points	100|cent|cent points|score|hundred points|emotion|Visages et émotions
Visages et émotions	💢	symbole de colère	bande dessinée|BD|colère|dessin|furieux|symbole de colère|anger symbol|emotion|Visages et émotions
Visages et émotions	🫯	nuage de colère	bagarre|combat|désaccord|discussion|dispute|grabuge|lutte|fight cloud|emotion|Visages et émotions
Visages et émotions	💥	explosion	bande dessinée|BD|bombe|boum|collision|détonation|étincelles|explosion|emotion|Visages et émotions
Visages et émotions	💫	étourdissement	bande dessinée|BD|étincelles|étoile|étoile filante|étourdissement|tournis|voir des étoiles|dizzy|emotion|Visages et émotions
Visages et émotions	💦	gouttes de sueur	bande dessinée|BD|eau|éclabousser|éclaboussures|effort|entraînement|gouttes|gouttes de sueur|sueur|sweat droplets|emotion|Visages et émotions
